FPrate,Sensivity,Precision,f1_score,Threshold
3.78960,0.84329,0.57747,0.68551,0.42556
3.79039,0.84331,0.57743,0.68549,0.42554
3.79118,0.84333,0.57738,0.68546,0.42552
3.79197,0.84335,0.57734,0.68544,0.42550
3.79275,0.84337,0.57729,0.68541,0.42548
3.79354,0.84339,0.57724,0.68539,0.42546
3.79433,0.84340,0.57720,0.68536,0.42545
3.79512,0.84342,0.57715,0.68534,0.42543
3.79590,0.84344,0.57711,0.68531,0.42541
3.79669,0.84346,0.57706,0.68528,0.42539
3.79748,0.84348,0.57702,0.68526,0.42537
3.79827,0.84350,0.57697,0.68523,0.42535
3.79905,0.84352,0.57693,0.68521,0.42533
3.79984,0.84354,0.57689,0.68518,0.42531
3.80063,0.84356,0.57684,0.68516,0.42529
3.80142,0.84358,0.57680,0.68513,0.42528
3.80221,0.84360,0.57675,0.68511,0.42526
3.80299,0.84362,0.57671,0.68509,0.42524
3.80378,0.84365,0.57666,0.68506,0.42522
3.80457,0.84367,0.57662,0.68504,0.42520
3.80536,0.84369,0.57657,0.68501,0.42518
3.80614,0.84371,0.57653,0.68499,0.42516
3.80693,0.84373,0.57648,0.68496,0.42514
3.80772,0.84375,0.57644,0.68494,0.42512
3.80851,0.84377,0.57640,0.68491,0.42510
3.80929,0.84379,0.57635,0.68489,0.42509
3.81008,0.84381,0.57631,0.68486,0.42507
3.81087,0.84383,0.57626,0.68484,0.42505
3.81166,0.84385,0.57622,0.68482,0.42503
3.81244,0.84387,0.57617,0.68479,0.42501
3.81323,0.84389,0.57613,0.68477,0.42499
3.81402,0.84392,0.57608,0.68474,0.42497
3.81481,0.84394,0.57604,0.68472,0.42495
3.81559,0.84396,0.57600,0.68469,0.42493
3.81638,0.84398,0.57595,0.68467,0.42491
3.81717,0.84400,0.57591,0.68464,0.42489
3.81796,0.84402,0.57586,0.68462,0.42487
3.81874,0.84404,0.57582,0.68460,0.42486
3.81953,0.84406,0.57577,0.68457,0.42484
3.82032,0.84408,0.57573,0.68455,0.42482
3.82111,0.84410,0.57569,0.68452,0.42480
3.82189,0.84412,0.57564,0.68450,0.42478
3.82268,0.84415,0.57560,0.68447,0.42476
3.82347,0.84417,0.57555,0.68445,0.42474
3.82426,0.84419,0.57551,0.68442,0.42472
3.82505,0.84421,0.57546,0.68440,0.42470
3.82583,0.84423,0.57542,0.68437,0.42468
3.82662,0.84425,0.57538,0.68435,0.42466
3.82741,0.84427,0.57533,0.68433,0.42464
3.82820,0.84429,0.57529,0.68430,0.42462
3.82898,0.84431,0.57524,0.68428,0.42460
3.82977,0.84433,0.57520,0.68425,0.42459
3.83056,0.84435,0.57515,0.68423,0.42457
3.83135,0.84437,0.57511,0.68420,0.42455
3.83213,0.84439,0.57506,0.68418,0.42453
3.83292,0.84441,0.57502,0.68415,0.42451
3.83371,0.84443,0.57498,0.68413,0.42449
3.83450,0.84445,0.57493,0.68410,0.42447
3.83528,0.84447,0.57489,0.68408,0.42445
3.83607,0.84449,0.57484,0.68405,0.42443
3.83686,0.84451,0.57480,0.68403,0.42441
3.83765,0.84453,0.57475,0.68400,0.42439
3.83843,0.84455,0.57471,0.68398,0.42437
3.83922,0.84458,0.57467,0.68396,0.42436
3.84001,0.84460,0.57462,0.68393,0.42434
3.84080,0.84462,0.57458,0.68391,0.42432
3.84158,0.84464,0.57453,0.68388,0.42430
3.84237,0.84466,0.57449,0.68386,0.42428
3.84316,0.84468,0.57445,0.68383,0.42426
3.84395,0.84470,0.57440,0.68381,0.42424
3.84473,0.84472,0.57436,0.68379,0.42422
3.84552,0.84474,0.57431,0.68376,0.42420
3.84631,0.84476,0.57427,0.68374,0.42418
3.84710,0.84479,0.57423,0.68371,0.42416
3.84788,0.84481,0.57418,0.68369,0.42415
3.84867,0.84483,0.57414,0.68366,0.42413
3.84946,0.84485,0.57409,0.68364,0.42411
3.85025,0.84487,0.57405,0.68362,0.42409
3.85104,0.84489,0.57401,0.68359,0.42407
3.85182,0.84491,0.57396,0.68357,0.42405
3.85261,0.84493,0.57392,0.68354,0.42403
3.85340,0.84495,0.57388,0.68352,0.42401
3.85419,0.84498,0.57383,0.68349,0.42399
3.85497,0.84500,0.57379,0.68347,0.42397
3.85576,0.84502,0.57374,0.68345,0.42395
3.85655,0.84504,0.57370,0.68342,0.42393
3.85734,0.84506,0.57366,0.68340,0.42392
3.85812,0.84508,0.57361,0.68337,0.42390
3.85891,0.84510,0.57357,0.68335,0.42388
3.85970,0.84513,0.57353,0.68333,0.42386
3.86049,0.84515,0.57348,0.68330,0.42384
3.86127,0.84517,0.57344,0.68328,0.42382
3.86206,0.84519,0.57339,0.68326,0.42380
3.86285,0.84521,0.57335,0.68323,0.42378
3.86364,0.84523,0.57331,0.68321,0.42376
3.86442,0.84526,0.57326,0.68318,0.42374
3.86521,0.84528,0.57322,0.68316,0.42373
3.86600,0.84530,0.57318,0.68314,0.42371
3.86679,0.84532,0.57313,0.68311,0.42369
3.86757,0.84534,0.57309,0.68309,0.42367
3.86836,0.84537,0.57305,0.68307,0.42365
3.86915,0.84539,0.57300,0.68304,0.42363
3.86994,0.84541,0.57296,0.68302,0.42361
3.87072,0.84543,0.57292,0.68299,0.42359
3.87151,0.84545,0.57287,0.68297,0.42357
3.87230,0.84548,0.57283,0.68295,0.42355
3.87309,0.84550,0.57279,0.68292,0.42353
3.87387,0.84552,0.57274,0.68290,0.42352
3.87466,0.84554,0.57270,0.68288,0.42350
3.87545,0.84557,0.57266,0.68285,0.42348
3.87624,0.84559,0.57261,0.68283,0.42346
3.87703,0.84561,0.57257,0.68281,0.42344
3.87781,0.84563,0.57253,0.68278,0.42342
3.87860,0.84566,0.57248,0.68276,0.42340
3.87939,0.84568,0.57244,0.68274,0.42338
3.88018,0.84570,0.57240,0.68271,0.42336
3.88096,0.84573,0.57236,0.68269,0.42334
3.88175,0.84575,0.57231,0.68267,0.42332
3.88254,0.84577,0.57227,0.68265,0.42330
3.88333,0.84580,0.57223,0.68262,0.42329
3.88411,0.84582,0.57218,0.68260,0.42327
3.88490,0.84584,0.57214,0.68258,0.42325
3.88569,0.84587,0.57210,0.68255,0.42323
3.88648,0.84589,0.57206,0.68253,0.42321
3.88726,0.84591,0.57201,0.68251,0.42319
3.88805,0.84594,0.57197,0.68248,0.42317
3.88884,0.84596,0.57193,0.68246,0.42315
3.88963,0.84598,0.57188,0.68244,0.42313
3.89041,0.84600,0.57184,0.68241,0.42311
3.89120,0.84603,0.57180,0.68239,0.42309
3.89199,0.84605,0.57175,0.68237,0.42307
3.89278,0.84607,0.57171,0.68235,0.42305
3.89356,0.84609,0.57167,0.68232,0.42304
3.89435,0.84612,0.57163,0.68230,0.42302
3.89514,0.84614,0.57158,0.68228,0.42300
3.89593,0.84616,0.57154,0.68225,0.42298
3.89671,0.84619,0.57150,0.68223,0.42296
3.89750,0.84621,0.57145,0.68221,0.42294
3.89829,0.84623,0.57141,0.68218,0.42292
3.89908,0.84626,0.57137,0.68216,0.42290
3.89986,0.84628,0.57133,0.68214,0.42288
3.90065,0.84630,0.57128,0.68212,0.42286
3.90144,0.84633,0.57124,0.68209,0.42284
3.90223,0.84635,0.57120,0.68207,0.42282
3.90302,0.84637,0.57116,0.68205,0.42280
3.90380,0.84640,0.57111,0.68202,0.42278
3.90459,0.84642,0.57107,0.68200,0.42276
3.90538,0.84644,0.57103,0.68198,0.42275
3.90617,0.84647,0.57098,0.68196,0.42273
3.90695,0.84649,0.57094,0.68193,0.42271
3.90774,0.84651,0.57090,0.68191,0.42269
3.90853,0.84653,0.57086,0.68189,0.42267
3.90932,0.84656,0.57081,0.68186,0.42265
3.91010,0.84658,0.57077,0.68184,0.42263
3.91089,0.84660,0.57073,0.68182,0.42261
3.91168,0.84663,0.57069,0.68179,0.42259
3.91247,0.84665,0.57064,0.68177,0.42257
3.91325,0.84667,0.57060,0.68175,0.42255
3.91404,0.84669,0.57056,0.68172,0.42253
3.91483,0.84672,0.57051,0.68170,0.42251
3.91562,0.84674,0.57047,0.68168,0.42249
3.91640,0.84676,0.57043,0.68166,0.42247
3.91719,0.84679,0.57039,0.68163,0.42245
3.91798,0.84681,0.57035,0.68161,0.42244
3.91877,0.84684,0.57030,0.68159,0.42242
3.91955,0.84686,0.57026,0.68157,0.42240
3.92034,0.84688,0.57022,0.68154,0.42238
3.92113,0.84691,0.57018,0.68152,0.42236
3.92192,0.84693,0.57013,0.68150,0.42234
3.92270,0.84695,0.57009,0.68148,0.42232
3.92349,0.84698,0.57005,0.68145,0.42230
3.92428,0.84700,0.57001,0.68143,0.42228
3.92507,0.84703,0.56996,0.68141,0.42226
3.92586,0.84705,0.56992,0.68139,0.42224
3.92664,0.84707,0.56988,0.68136,0.42222
3.92743,0.84710,0.56984,0.68134,0.42220
3.92822,0.84712,0.56979,0.68132,0.42218
3.92901,0.84714,0.56975,0.68130,0.42216
3.92979,0.84717,0.56971,0.68127,0.42214
3.93058,0.84719,0.56967,0.68125,0.42212
3.93137,0.84722,0.56963,0.68123,0.42210
3.93216,0.84724,0.56958,0.68121,0.42208
3.93294,0.84726,0.56954,0.68118,0.42206
3.93373,0.84729,0.56950,0.68116,0.42204
3.93452,0.84731,0.56946,0.68114,0.42202
3.93531,0.84733,0.56942,0.68112,0.42200
3.93609,0.84736,0.56937,0.68109,0.42198
3.93688,0.84738,0.56933,0.68107,0.42196
3.93767,0.84741,0.56929,0.68105,0.42194
3.93846,0.84743,0.56925,0.68103,0.42192
3.93924,0.84745,0.56920,0.68100,0.42190
3.94003,0.84748,0.56916,0.68098,0.42188
3.94082,0.84750,0.56912,0.68096,0.42186
3.94161,0.84753,0.56908,0.68094,0.42184
3.94239,0.84755,0.56904,0.68091,0.42182
3.94318,0.84757,0.56899,0.68089,0.42180
3.94397,0.84760,0.56895,0.68087,0.42178
3.94476,0.84762,0.56891,0.68085,0.42176
3.94554,0.84765,0.56887,0.68083,0.42175
3.94633,0.84767,0.56883,0.68080,0.42173
3.94712,0.84770,0.56879,0.68078,0.42171
3.94791,0.84772,0.56874,0.68076,0.42169
3.94869,0.84775,0.56870,0.68074,0.42167
3.94948,0.84777,0.56866,0.68072,0.42165
3.95027,0.84779,0.56862,0.68069,0.42163
3.95106,0.84782,0.56858,0.68067,0.42161
3.95185,0.84784,0.56853,0.68065,0.42159
3.95263,0.84787,0.56849,0.68063,0.42157
3.95342,0.84789,0.56845,0.68060,0.42155
3.95421,0.84791,0.56841,0.68058,0.42153
3.95500,0.84794,0.56837,0.68056,0.42151
3.95578,0.84796,0.56832,0.68054,0.42149
3.95657,0.84798,0.56828,0.68051,0.42147
3.95736,0.84801,0.56824,0.68049,0.42145
3.95815,0.84803,0.56820,0.68047,0.42143
3.95893,0.84805,0.56816,0.68045,0.42141
3.95972,0.84808,0.56811,0.68042,0.42140
3.96051,0.84810,0.56807,0.68040,0.42138
3.96130,0.84813,0.56803,0.68038,0.42136
3.96208,0.84815,0.56799,0.68036,0.42134
3.96287,0.84817,0.56795,0.68033,0.42132
3.96366,0.84820,0.56790,0.68031,0.42130
3.96445,0.84822,0.56786,0.68029,0.42128
3.96523,0.84824,0.56782,0.68027,0.42126
3.96602,0.84827,0.56778,0.68024,0.42124
3.96681,0.84829,0.56774,0.68022,0.42122
3.96760,0.84831,0.56769,0.68020,0.42120
3.96838,0.84834,0.56765,0.68018,0.42118
3.96917,0.84836,0.56761,0.68015,0.42117
3.96996,0.84839,0.56757,0.68013,0.42115
3.97075,0.84841,0.56753,0.68011,0.42113
3.97153,0.84843,0.56749,0.68009,0.42111
3.97232,0.84846,0.56744,0.68006,0.42109
3.97311,0.84848,0.56740,0.68004,0.42107
3.97390,0.84850,0.56736,0.68002,0.42105
3.97468,0.84853,0.56732,0.68000,0.42103
3.97547,0.84855,0.56728,0.67997,0.42101
3.97626,0.84857,0.56723,0.67995,0.42099
3.97705,0.84860,0.56719,0.67993,0.42097
3.97784,0.84862,0.56715,0.67991,0.42096
3.97862,0.84864,0.56711,0.67988,0.42094
3.97941,0.84867,0.56707,0.67986,0.42092
3.98020,0.84869,0.56702,0.67984,0.42090
3.98099,0.84871,0.56698,0.67981,0.42088
3.98177,0.84873,0.56694,0.67979,0.42086
3.98256,0.84876,0.56690,0.67977,0.42084
3.98335,0.84878,0.56686,0.67975,0.42082
3.98414,0.84880,0.56681,0.67972,0.42081
3.98492,0.84882,0.56677,0.67970,0.42079
3.98571,0.84885,0.56673,0.67968,0.42077
3.98650,0.84887,0.56669,0.67965,0.42075
3.98729,0.84889,0.56665,0.67963,0.42073
3.98807,0.84892,0.56661,0.67961,0.42071
3.98886,0.84894,0.56656,0.67959,0.42069
3.98965,0.84896,0.56652,0.67956,0.42067
3.99044,0.84898,0.56648,0.67954,0.42065
3.99122,0.84901,0.56644,0.67952,0.42064
3.99201,0.84903,0.56640,0.67949,0.42062
3.99280,0.84905,0.56635,0.67947,0.42060
3.99359,0.84908,0.56631,0.67945,0.42058
3.99437,0.84910,0.56627,0.67943,0.42056
3.99516,0.84912,0.56623,0.67940,0.42054
3.99595,0.84915,0.56619,0.67938,0.42052
3.99674,0.84917,0.56615,0.67936,0.42050
3.99752,0.84919,0.56610,0.67934,0.42048
3.99831,0.84921,0.56606,0.67931,0.42046
3.99910,0.84924,0.56602,0.67929,0.42045
3.99989,0.84926,0.56598,0.67927,0.42043
4.00068,0.84928,0.56594,0.67924,0.42041
4.00146,0.84930,0.56589,0.67922,0.42039
4.00225,0.84932,0.56585,0.67920,0.42037
4.00304,0.84935,0.56581,0.67917,0.42035
4.00383,0.84937,0.56577,0.67915,0.42033
4.00461,0.84939,0.56573,0.67913,0.42031
4.00540,0.84941,0.56568,0.67911,0.42029
4.00619,0.84944,0.56564,0.67908,0.42028
4.00698,0.84946,0.56560,0.67906,0.42026
4.00776,0.84948,0.56556,0.67904,0.42024
4.00855,0.84950,0.56552,0.67901,0.42022
4.00934,0.84952,0.56548,0.67899,0.42020
4.01013,0.84955,0.56543,0.67897,0.42018
4.01091,0.84957,0.56539,0.67894,0.42016
4.01170,0.84959,0.56535,0.67892,0.42014
4.01249,0.84961,0.56531,0.67890,0.42012
4.01328,0.84964,0.56527,0.67887,0.42011
4.01406,0.84966,0.56522,0.67885,0.42009
4.01485,0.84968,0.56518,0.67883,0.42007
4.01564,0.84970,0.56514,0.67881,0.42005
4.01643,0.84972,0.56510,0.67878,0.42003
4.01721,0.84975,0.56506,0.67876,0.42001
4.01800,0.84977,0.56502,0.67874,0.41999
4.01879,0.84979,0.56497,0.67871,0.41997
4.01958,0.84981,0.56493,0.67869,0.41995
4.02036,0.84984,0.56489,0.67867,0.41994
4.02115,0.84986,0.56485,0.67864,0.41992
4.02194,0.84988,0.56481,0.67862,0.41990
4.02273,0.84990,0.56477,0.67860,0.41988
4.02351,0.84992,0.56472,0.67858,0.41986
4.02430,0.84995,0.56468,0.67855,0.41984
4.02509,0.84997,0.56464,0.67853,0.41982
4.02588,0.84999,0.56460,0.67851,0.41980
4.02667,0.85001,0.56456,0.67848,0.41978
4.02745,0.85004,0.56452,0.67846,0.41977
4.02824,0.85006,0.56447,0.67844,0.41975
4.02903,0.85008,0.56443,0.67841,0.41973
4.02982,0.85010,0.56439,0.67839,0.41971
4.03060,0.85012,0.56435,0.67837,0.41969
4.03139,0.85015,0.56431,0.67835,0.41967
4.03218,0.85017,0.56427,0.67832,0.41965
4.03297,0.85019,0.56422,0.67830,0.41964
4.03375,0.85021,0.56418,0.67828,0.41962
4.03454,0.85023,0.56414,0.67825,0.41960
4.03533,0.85026,0.56410,0.67823,0.41958
4.03612,0.85028,0.56406,0.67821,0.41956
4.03690,0.85030,0.56402,0.67818,0.41954
4.03769,0.85032,0.56398,0.67816,0.41952
4.03848,0.85035,0.56393,0.67814,0.41950
4.03927,0.85037,0.56389,0.67812,0.41949
4.04005,0.85039,0.56385,0.67809,0.41947
4.04084,0.85041,0.56381,0.67807,0.41945
4.04163,0.85043,0.56377,0.67805,0.41943
4.04242,0.85046,0.56373,0.67802,0.41941
4.04320,0.85048,0.56368,0.67800,0.41939
4.04399,0.85050,0.56364,0.67798,0.41937
4.04478,0.85053,0.56360,0.67796,0.41935
4.04557,0.85055,0.56356,0.67793,0.41934
4.04635,0.85057,0.56352,0.67791,0.41932
4.04714,0.85059,0.56348,0.67789,0.41930
4.04793,0.85062,0.56344,0.67787,0.41928
4.04872,0.85064,0.56340,0.67784,0.41926
4.04950,0.85066,0.56335,0.67782,0.41924
4.05029,0.85069,0.56331,0.67780,0.41922
4.05108,0.85071,0.56327,0.67778,0.41921
4.05187,0.85073,0.56323,0.67775,0.41919
4.05266,0.85076,0.56319,0.67773,0.41917
4.05344,0.85078,0.56315,0.67771,0.41915
4.05423,0.85080,0.56311,0.67769,0.41913
4.05502,0.85082,0.56307,0.67766,0.41911
4.05581,0.85085,0.56303,0.67764,0.41910
4.05659,0.85087,0.56298,0.67762,0.41908
4.05738,0.85089,0.56294,0.67760,0.41906
4.05817,0.85092,0.56290,0.67757,0.41904
4.05896,0.85094,0.56286,0.67755,0.41902
4.05974,0.85096,0.56282,0.67753,0.41901
4.06053,0.85098,0.56278,0.67751,0.41899
4.06132,0.85101,0.56274,0.67748,0.41897
4.06211,0.85103,0.56270,0.67746,0.41895
4.06289,0.85105,0.56266,0.67744,0.41893
4.06368,0.85107,0.56261,0.67741,0.41892
4.06447,0.85110,0.56257,0.67739,0.41890
4.06526,0.85112,0.56253,0.67737,0.41888
4.06604,0.85114,0.56249,0.67735,0.41886
4.06683,0.85117,0.56245,0.67732,0.41884
4.06762,0.85119,0.56241,0.67730,0.41883
4.06841,0.85121,0.56237,0.67728,0.41881
4.06919,0.85123,0.56233,0.67726,0.41879
4.06998,0.85126,0.56229,0.67723,0.41877
4.07077,0.85128,0.56224,0.67721,0.41875
4.07156,0.85130,0.56220,0.67719,0.41874
4.07234,0.85132,0.56216,0.67717,0.41872
4.07313,0.85134,0.56212,0.67714,0.41870
4.07392,0.85137,0.56208,0.67712,0.41868
4.07471,0.85139,0.56204,0.67710,0.41867
4.07550,0.85141,0.56200,0.67707,0.41865
4.07628,0.85143,0.56196,0.67705,0.41863
4.07707,0.85145,0.56191,0.67703,0.41861
4.07786,0.85148,0.56187,0.67700,0.41859
4.07865,0.85150,0.56183,0.67698,0.41858
4.07943,0.85152,0.56179,0.67696,0.41856
4.08022,0.85154,0.56175,0.67694,0.41854
4.08101,0.85156,0.56171,0.67691,0.41852
4.08180,0.85158,0.56167,0.67689,0.41851
4.08258,0.85161,0.56163,0.67687,0.41849
4.08337,0.85163,0.56159,0.67684,0.41847
4.08416,0.85165,0.56154,0.67682,0.41845
4.08495,0.85167,0.56150,0.67680,0.41844
4.08573,0.85170,0.56146,0.67678,0.41842
4.08652,0.85172,0.56142,0.67675,0.41840
4.08731,0.85174,0.56138,0.67673,0.41838
4.08810,0.85176,0.56134,0.67671,0.41837
4.08888,0.85178,0.56130,0.67668,0.41835
4.08967,0.85180,0.56126,0.67666,0.41833
4.09046,0.85183,0.56122,0.67664,0.41831
4.09125,0.85185,0.56117,0.67661,0.41829
4.09203,0.85187,0.56113,0.67659,0.41828
4.09282,0.85189,0.56109,0.67657,0.41826
4.09361,0.85191,0.56105,0.67654,0.41824
4.09440,0.85193,0.56101,0.67652,0.41822
4.09518,0.85195,0.56097,0.67650,0.41821
4.09597,0.85197,0.56093,0.67647,0.41819
4.09676,0.85200,0.56089,0.67645,0.41817
4.09755,0.85202,0.56084,0.67643,0.41815
4.09833,0.85204,0.56080,0.67640,0.41814
4.09912,0.85206,0.56076,0.67638,0.41812
4.09991,0.85208,0.56072,0.67636,0.41810
4.10070,0.85210,0.56068,0.67633,0.41808
4.10149,0.85212,0.56064,0.67631,0.41807
4.10227,0.85214,0.56060,0.67629,0.41805
4.10306,0.85216,0.56056,0.67626,0.41803
4.10385,0.85218,0.56051,0.67624,0.41801
4.10464,0.85221,0.56047,0.67622,0.41800
4.10542,0.85223,0.56043,0.67619,0.41798
4.10621,0.85225,0.56039,0.67617,0.41796
4.10700,0.85227,0.56035,0.67615,0.41794
4.10779,0.85229,0.56031,0.67612,0.41793
4.10857,0.85231,0.56027,0.67610,0.41791
4.10936,0.85233,0.56023,0.67608,0.41789
4.11015,0.85235,0.56019,0.67605,0.41788
4.11094,0.85238,0.56015,0.67603,0.41786
4.11172,0.85240,0.56010,0.67601,0.41784
4.11251,0.85242,0.56006,0.67598,0.41782
4.11330,0.85244,0.56002,0.67596,0.41781
4.11409,0.85246,0.55998,0.67594,0.41779
4.11487,0.85248,0.55994,0.67592,0.41777
4.11566,0.85250,0.55990,0.67589,0.41775
4.11645,0.85253,0.55986,0.67587,0.41774
4.11724,0.85255,0.55982,0.67585,0.41772
4.11802,0.85257,0.55978,0.67582,0.41770
4.11881,0.85259,0.55974,0.67580,0.41768
4.11960,0.85261,0.55969,0.67578,0.41767
4.12039,0.85263,0.55965,0.67575,0.41765
4.12117,0.85265,0.55961,0.67573,0.41763
4.12196,0.85268,0.55957,0.67571,0.41762
4.12275,0.85270,0.55953,0.67569,0.41760
4.12354,0.85272,0.55949,0.67566,0.41758
4.12432,0.85274,0.55945,0.67564,0.41756
4.12511,0.85276,0.55941,0.67562,0.41755
4.12590,0.85279,0.55937,0.67559,0.41753
4.12669,0.85281,0.55933,0.67557,0.41751
4.12748,0.85283,0.55929,0.67555,0.41749
4.12826,0.85285,0.55925,0.67553,0.41748
4.12905,0.85287,0.55921,0.67550,0.41746
4.12984,0.85289,0.55916,0.67548,0.41744
4.13063,0.85292,0.55912,0.67546,0.41742
4.13141,0.85294,0.55908,0.67543,0.41741
4.13220,0.85296,0.55904,0.67541,0.41739
4.13299,0.85298,0.55900,0.67539,0.41737
4.13378,0.85300,0.55896,0.67536,0.41736
4.13456,0.85302,0.55892,0.67534,0.41734
4.13535,0.85304,0.55888,0.67532,0.41732
4.13614,0.85306,0.55884,0.67529,0.41730
4.13693,0.85309,0.55880,0.67527,0.41729
4.13771,0.85311,0.55876,0.67525,0.41727
4.13850,0.85313,0.55872,0.67523,0.41725
4.13929,0.85315,0.55868,0.67520,0.41723
4.14008,0.85317,0.55863,0.67518,0.41722
4.14086,0.85319,0.55859,0.67516,0.41720
4.14165,0.85321,0.55855,0.67513,0.41718
4.14244,0.85324,0.55851,0.67511,0.41717
4.14323,0.85326,0.55847,0.67509,0.41715
4.14401,0.85328,0.55843,0.67506,0.41713
4.14480,0.85330,0.55839,0.67504,0.41712
4.14559,0.85332,0.55835,0.67502,0.41710
4.14638,0.85334,0.55831,0.67499,0.41708
4.14716,0.85336,0.55827,0.67497,0.41706
4.14795,0.85338,0.55823,0.67495,0.41705
4.14874,0.85340,0.55819,0.67492,0.41703
4.14953,0.85343,0.55815,0.67490,0.41701
4.15032,0.85345,0.55811,0.67488,0.41700
4.15110,0.85347,0.55807,0.67486,0.41698
4.15189,0.85349,0.55802,0.67483,0.41696
4.15268,0.85351,0.55798,0.67481,0.41695
4.15347,0.85353,0.55794,0.67479,0.41693
4.15425,0.85355,0.55790,0.67476,0.41691
4.15504,0.85358,0.55786,0.67474,0.41689
4.15583,0.85360,0.55782,0.67472,0.41688
4.15662,0.85362,0.55778,0.67470,0.41686
4.15740,0.85364,0.55774,0.67467,0.41684
4.15819,0.85366,0.55770,0.67465,0.41683
4.15898,0.85368,0.55766,0.67463,0.41681
4.15977,0.85370,0.55762,0.67460,0.41679
4.16055,0.85373,0.55758,0.67458,0.41678
4.16134,0.85375,0.55754,0.67456,0.41676
4.16213,0.85377,0.55750,0.67453,0.41674
4.16292,0.85379,0.55746,0.67451,0.41673
4.16370,0.85381,0.55742,0.67449,0.41671
4.16449,0.85383,0.55738,0.67447,0.41669
4.16528,0.85385,0.55734,0.67444,0.41668
4.16607,0.85387,0.55730,0.67442,0.41666
4.16685,0.85390,0.55725,0.67440,0.41664
4.16764,0.85392,0.55721,0.67437,0.41663
4.16843,0.85394,0.55717,0.67435,0.41661
4.16922,0.85396,0.55713,0.67433,0.41659
4.17000,0.85398,0.55709,0.67430,0.41658
4.17079,0.85400,0.55705,0.67428,0.41656
4.17158,0.85402,0.55701,0.67426,0.41654
4.17237,0.85405,0.55697,0.67424,0.41653
4.17315,0.85407,0.55693,0.67421,0.41651
4.17394,0.85409,0.55689,0.67419,0.41649
4.17473,0.85411,0.55685,0.67417,0.41648
4.17552,0.85413,0.55681,0.67414,0.41646
4.17631,0.85415,0.55677,0.67412,0.41644
4.17709,0.85417,0.55673,0.67410,0.41643
4.17788,0.85419,0.55669,0.67408,0.41641
4.17867,0.85422,0.55665,0.67405,0.41639
4.17946,0.85424,0.55661,0.67403,0.41638
4.18024,0.85426,0.55657,0.67401,0.41636
4.18103,0.85428,0.55653,0.67398,0.41634
4.18182,0.85430,0.55649,0.67396,0.41633
4.18261,0.85432,0.55645,0.67394,0.41631
4.18339,0.85434,0.55641,0.67391,0.41629
4.18418,0.85436,0.55637,0.67389,0.41628
4.18497,0.85438,0.55633,0.67387,0.41626
4.18576,0.85440,0.55628,0.67384,0.41625
4.18654,0.85442,0.55624,0.67382,0.41623
4.18733,0.85444,0.55620,0.67380,0.41621
4.18812,0.85447,0.55616,0.67377,0.41620
4.18891,0.85449,0.55612,0.67375,0.41618
4.18969,0.85451,0.55608,0.67373,0.41616
4.19048,0.85453,0.55604,0.67370,0.41615
4.19127,0.85455,0.55600,0.67368,0.41613
4.19206,0.85457,0.55596,0.67366,0.41611
4.19284,0.85459,0.55592,0.67363,0.41610
4.19363,0.85461,0.55588,0.67361,0.41608
4.19442,0.85463,0.55584,0.67359,0.41606
4.19521,0.85465,0.55580,0.67356,0.41605
4.19599,0.85467,0.55576,0.67354,0.41603
4.19678,0.85469,0.55572,0.67352,0.41602
4.19757,0.85471,0.55568,0.67349,0.41600
4.19836,0.85473,0.55564,0.67347,0.41598
4.19914,0.85475,0.55560,0.67345,0.41597
4.19993,0.85477,0.55556,0.67342,0.41595
4.20072,0.85479,0.55552,0.67340,0.41593
4.20151,0.85481,0.55548,0.67338,0.41592
4.20230,0.85483,0.55543,0.67335,0.41590
4.20308,0.85485,0.55539,0.67333,0.41588
4.20387,0.85487,0.55535,0.67330,0.41587
4.20466,0.85489,0.55531,0.67328,0.41585
4.20545,0.85491,0.55527,0.67326,0.41584
4.20623,0.85493,0.55523,0.67324,0.41582
4.20702,0.85495,0.55519,0.67321,0.41580
4.20781,0.85497,0.55515,0.67319,0.41579
4.20860,0.85499,0.55511,0.67317,0.41577
4.20938,0.85501,0.55507,0.67314,0.41575
4.21017,0.85503,0.55503,0.67312,0.41574
4.21096,0.85505,0.55499,0.67310,0.41572
4.21175,0.85507,0.55495,0.67307,0.41570
4.21253,0.85509,0.55491,0.67305,0.41569
4.21332,0.85511,0.55487,0.67303,0.41567
4.21411,0.85514,0.55483,0.67300,0.41566
4.21490,0.85516,0.55479,0.67298,0.41564
4.21568,0.85518,0.55475,0.67296,0.41562
4.21647,0.85520,0.55471,0.67293,0.41561
4.21726,0.85522,0.55467,0.67291,0.41559
4.21805,0.85524,0.55463,0.67289,0.41557
4.21883,0.85526,0.55459,0.67286,0.41556
4.21962,0.85528,0.55455,0.67284,0.41554
4.22041,0.85530,0.55451,0.67281,0.41553
4.22120,0.85532,0.55447,0.67279,0.41551
4.22198,0.85534,0.55443,0.67277,0.41549
4.22277,0.85536,0.55439,0.67274,0.41548
4.22356,0.85538,0.55435,0.67272,0.41546
4.22435,0.85540,0.55431,0.67270,0.41544
4.22514,0.85542,0.55427,0.67267,0.41543
4.22592,0.85544,0.55423,0.67265,0.41541
4.22671,0.85546,0.55419,0.67263,0.41540
4.22750,0.85548,0.55414,0.67260,0.41538
4.22829,0.85549,0.55410,0.67258,0.41536
4.22907,0.85551,0.55406,0.67256,0.41535
