FPrate,Sensivity,Precision,f1_score,Threshold
1.00394,0.69292,0.80905,0.74650,0.51843
1.00473,0.69305,0.80896,0.74654,0.51838
1.00551,0.69318,0.80887,0.74657,0.51833
1.00630,0.69332,0.80878,0.74661,0.51828
1.00709,0.69345,0.80869,0.74665,0.51823
1.00788,0.69358,0.80860,0.74669,0.51818
1.00866,0.69372,0.80851,0.74672,0.51813
1.00945,0.69385,0.80841,0.74676,0.51808
1.01024,0.69399,0.80832,0.74681,0.51803
1.01103,0.69413,0.80824,0.74685,0.51798
1.01181,0.69427,0.80815,0.74689,0.51792
1.01260,0.69441,0.80806,0.74694,0.51787
1.01339,0.69455,0.80797,0.74698,0.51782
1.01418,0.69468,0.80788,0.74702,0.51777
1.01496,0.69482,0.80779,0.74706,0.51772
1.01575,0.69496,0.80770,0.74710,0.51767
1.01654,0.69509,0.80761,0.74713,0.51762
1.01733,0.69522,0.80751,0.74717,0.51757
1.01811,0.69535,0.80742,0.74720,0.51752
1.01890,0.69547,0.80733,0.74724,0.51747
1.01969,0.69560,0.80724,0.74727,0.51743
1.02048,0.69573,0.80715,0.74731,0.51738
1.02126,0.69585,0.80706,0.74734,0.51733
1.02205,0.69598,0.80696,0.74737,0.51728
1.02284,0.69610,0.80687,0.74740,0.51723
1.02363,0.69623,0.80678,0.74744,0.51719
1.02441,0.69635,0.80669,0.74747,0.51714
1.02520,0.69648,0.80660,0.74750,0.51709
1.02599,0.69661,0.80651,0.74754,0.51704
1.02678,0.69673,0.80641,0.74757,0.51700
1.02757,0.69686,0.80632,0.74761,0.51695
1.02835,0.69698,0.80623,0.74764,0.51690
1.02914,0.69710,0.80614,0.74767,0.51686
1.02993,0.69722,0.80605,0.74770,0.51681
1.03072,0.69735,0.80595,0.74773,0.51676
1.03150,0.69747,0.80586,0.74776,0.51672
1.03229,0.69759,0.80577,0.74779,0.51667
1.03308,0.69772,0.80568,0.74782,0.51662
1.03387,0.69784,0.80559,0.74785,0.51658
1.03465,0.69796,0.80549,0.74788,0.51653
1.03544,0.69808,0.80540,0.74791,0.51648
1.03623,0.69820,0.80531,0.74794,0.51644
1.03702,0.69832,0.80522,0.74797,0.51639
1.03780,0.69844,0.80513,0.74800,0.51634
1.03859,0.69856,0.80503,0.74803,0.51630
1.03938,0.69868,0.80494,0.74805,0.51625
1.04017,0.69880,0.80485,0.74808,0.51620
1.04095,0.69892,0.80476,0.74811,0.51616
1.04174,0.69904,0.80467,0.74814,0.51611
1.04253,0.69915,0.80457,0.74817,0.51606
1.04332,0.69927,0.80448,0.74820,0.51602
1.04410,0.69939,0.80439,0.74822,0.51597
1.04489,0.69950,0.80430,0.74825,0.51593
1.04568,0.69962,0.80420,0.74827,0.51588
1.04647,0.69974,0.80411,0.74830,0.51584
1.04725,0.69985,0.80402,0.74833,0.51579
1.04804,0.69997,0.80393,0.74836,0.51575
1.04883,0.70009,0.80384,0.74839,0.51570
1.04962,0.70021,0.80375,0.74841,0.51566
1.05041,0.70032,0.80365,0.74844,0.51561
1.05119,0.70044,0.80356,0.74847,0.51557
1.05198,0.70056,0.80347,0.74849,0.51553
1.05277,0.70067,0.80338,0.74852,0.51548
1.05356,0.70079,0.80329,0.74854,0.51544
1.05434,0.70090,0.80319,0.74857,0.51539
1.05513,0.70102,0.80310,0.74860,0.51535
1.05592,0.70113,0.80301,0.74862,0.51531
1.05671,0.70125,0.80292,0.74865,0.51526
1.05749,0.70136,0.80282,0.74867,0.51522
1.05828,0.70147,0.80273,0.74869,0.51518
1.05907,0.70158,0.80264,0.74872,0.51513
1.05986,0.70169,0.80255,0.74874,0.51509
1.06064,0.70181,0.80245,0.74876,0.51504
1.06143,0.70192,0.80236,0.74879,0.51500
1.06222,0.70204,0.80227,0.74881,0.51495
1.06301,0.70215,0.80218,0.74884,0.51491
1.06379,0.70226,0.80209,0.74886,0.51486
1.06458,0.70237,0.80199,0.74888,0.51482
1.06537,0.70248,0.80190,0.74890,0.51477
1.06616,0.70259,0.80181,0.74892,0.51473
1.06694,0.70269,0.80172,0.74895,0.51469
1.06773,0.70280,0.80162,0.74897,0.51464
1.06852,0.70291,0.80153,0.74899,0.51460
1.06931,0.70302,0.80144,0.74901,0.51456
1.07009,0.70313,0.80134,0.74903,0.51451
1.07088,0.70324,0.80125,0.74905,0.51447
1.07167,0.70335,0.80116,0.74908,0.51442
1.07246,0.70346,0.80107,0.74910,0.51437
1.07324,0.70358,0.80098,0.74913,0.51433
1.07403,0.70369,0.80089,0.74915,0.51428
1.07482,0.70381,0.80080,0.74918,0.51424
1.07561,0.70392,0.80071,0.74920,0.51419
1.07640,0.70404,0.80062,0.74923,0.51415
1.07718,0.70415,0.80053,0.74925,0.51410
1.07797,0.70427,0.80043,0.74928,0.51405
1.07876,0.70439,0.80034,0.74931,0.51401
1.07955,0.70450,0.80025,0.74933,0.51396
1.08033,0.70461,0.80016,0.74935,0.51391
1.08112,0.70472,0.80007,0.74938,0.51387
1.08191,0.70483,0.79998,0.74940,0.51382
1.08270,0.70495,0.79989,0.74942,0.51378
1.08348,0.70506,0.79980,0.74945,0.51373
1.08427,0.70517,0.79971,0.74947,0.51369
1.08506,0.70528,0.79962,0.74949,0.51364
1.08585,0.70539,0.79952,0.74951,0.51359
1.08663,0.70550,0.79943,0.74953,0.51355
1.08742,0.70561,0.79934,0.74956,0.51350
1.08821,0.70572,0.79925,0.74958,0.51346
1.08900,0.70582,0.79916,0.74960,0.51341
1.08978,0.70593,0.79907,0.74962,0.51337
1.09057,0.70604,0.79898,0.74964,0.51332
1.09136,0.70615,0.79889,0.74966,0.51328
1.09215,0.70626,0.79879,0.74968,0.51323
1.09293,0.70637,0.79870,0.74970,0.51318
1.09372,0.70648,0.79861,0.74973,0.51314
1.09451,0.70659,0.79852,0.74975,0.51309
1.09530,0.70670,0.79843,0.74977,0.51305
1.09608,0.70681,0.79834,0.74979,0.51300
1.09687,0.70692,0.79825,0.74981,0.51295
1.09766,0.70703,0.79816,0.74983,0.51291
1.09845,0.70713,0.79807,0.74985,0.51286
1.09923,0.70724,0.79798,0.74988,0.51282
1.10002,0.70735,0.79789,0.74989,0.51277
1.10081,0.70745,0.79779,0.74991,0.51273
1.10160,0.70756,0.79770,0.74993,0.51269
1.10239,0.70767,0.79761,0.74995,0.51264
1.10317,0.70777,0.79752,0.74997,0.51260
1.10396,0.70788,0.79743,0.74999,0.51255
1.10475,0.70798,0.79734,0.75001,0.51251
1.10554,0.70809,0.79725,0.75003,0.51246
1.10632,0.70819,0.79716,0.75004,0.51242
1.10711,0.70829,0.79707,0.75006,0.51238
1.10790,0.70840,0.79697,0.75008,0.51233
1.10869,0.70850,0.79688,0.75010,0.51229
1.10947,0.70861,0.79679,0.75012,0.51224
1.11026,0.70871,0.79670,0.75014,0.51220
1.11105,0.70882,0.79661,0.75015,0.51215
1.11184,0.70892,0.79652,0.75017,0.51211
1.11262,0.70902,0.79643,0.75019,0.51206
1.11341,0.70913,0.79634,0.75021,0.51202
1.11420,0.70923,0.79625,0.75022,0.51198
1.11499,0.70933,0.79615,0.75024,0.51193
1.11577,0.70943,0.79606,0.75025,0.51189
1.11656,0.70953,0.79597,0.75027,0.51184
1.11735,0.70962,0.79588,0.75028,0.51180
1.11814,0.70973,0.79579,0.75030,0.51176
1.11892,0.70982,0.79569,0.75031,0.51171
1.11971,0.70992,0.79560,0.75033,0.51167
1.12050,0.71003,0.79551,0.75034,0.51162
1.12129,0.71013,0.79542,0.75036,0.51158
1.12207,0.71023,0.79533,0.75037,0.51153
1.12286,0.71033,0.79524,0.75039,0.51149
1.12365,0.71044,0.79515,0.75041,0.51144
1.12444,0.71054,0.79506,0.75043,0.51140
1.12523,0.71064,0.79497,0.75044,0.51135
1.12601,0.71074,0.79488,0.75046,0.51131
1.12680,0.71084,0.79479,0.75047,0.51126
1.12759,0.71094,0.79470,0.75049,0.51122
1.12838,0.71104,0.79460,0.75050,0.51118
1.12916,0.71114,0.79451,0.75052,0.51113
1.12995,0.71124,0.79442,0.75053,0.51109
1.13074,0.71134,0.79433,0.75055,0.51104
1.13153,0.71144,0.79424,0.75056,0.51100
1.13231,0.71154,0.79415,0.75058,0.51095
1.13310,0.71163,0.79406,0.75059,0.51091
1.13389,0.71173,0.79397,0.75060,0.51087
1.13468,0.71183,0.79387,0.75062,0.51082
1.13546,0.71192,0.79378,0.75063,0.51078
1.13625,0.71202,0.79369,0.75064,0.51074
1.13704,0.71212,0.79360,0.75065,0.51070
1.13783,0.71221,0.79351,0.75067,0.51065
1.13861,0.71231,0.79342,0.75068,0.51061
1.13940,0.71241,0.79333,0.75069,0.51057
1.14019,0.71251,0.79324,0.75071,0.51052
1.14098,0.71261,0.79315,0.75072,0.51048
1.14176,0.71271,0.79306,0.75074,0.51044
1.14255,0.71281,0.79297,0.75076,0.51039
1.14334,0.71291,0.79288,0.75077,0.51035
1.14413,0.71301,0.79279,0.75079,0.51031
1.14491,0.71311,0.79270,0.75080,0.51026
1.14570,0.71321,0.79261,0.75082,0.51022
1.14649,0.71331,0.79252,0.75083,0.51017
1.14728,0.71340,0.79243,0.75084,0.51013
1.14806,0.71350,0.79234,0.75085,0.51009
1.14885,0.71360,0.79224,0.75087,0.51004
1.14964,0.71369,0.79215,0.75088,0.51000
1.15043,0.71379,0.79206,0.75090,0.50995
1.15122,0.71389,0.79198,0.75091,0.50991
1.15200,0.71399,0.79189,0.75092,0.50986
1.15279,0.71409,0.79180,0.75094,0.50982
1.15358,0.71419,0.79171,0.75095,0.50977
1.15437,0.71429,0.79162,0.75097,0.50973
1.15515,0.71439,0.79153,0.75098,0.50968
1.15594,0.71449,0.79144,0.75100,0.50964
1.15673,0.71459,0.79135,0.75101,0.50959
1.15752,0.71469,0.79126,0.75103,0.50955
1.15830,0.71479,0.79117,0.75104,0.50951
1.15909,0.71488,0.79108,0.75105,0.50946
1.15988,0.71498,0.79099,0.75106,0.50942
1.16067,0.71507,0.79090,0.75107,0.50938
1.16145,0.71516,0.79081,0.75109,0.50933
1.16224,0.71526,0.79072,0.75110,0.50929
1.16303,0.71535,0.79063,0.75111,0.50924
1.16382,0.71544,0.79054,0.75112,0.50920
1.16460,0.71553,0.79044,0.75113,0.50916
1.16539,0.71563,0.79035,0.75114,0.50911
1.16618,0.71572,0.79026,0.75115,0.50907
1.16697,0.71582,0.79017,0.75116,0.50902
1.16775,0.71591,0.79008,0.75117,0.50898
1.16854,0.71600,0.78999,0.75118,0.50893
1.16933,0.71609,0.78990,0.75119,0.50889
1.17012,0.71619,0.78981,0.75120,0.50885
1.17090,0.71628,0.78972,0.75121,0.50880
1.17169,0.71637,0.78963,0.75122,0.50876
1.17248,0.71647,0.78954,0.75123,0.50871
1.17327,0.71656,0.78945,0.75125,0.50867
1.17405,0.71666,0.78936,0.75126,0.50862
1.17484,0.71676,0.78928,0.75127,0.50858
1.17563,0.71686,0.78919,0.75129,0.50853
1.17642,0.71696,0.78910,0.75130,0.50849
1.17721,0.71705,0.78901,0.75131,0.50844
1.17799,0.71715,0.78892,0.75133,0.50840
1.17878,0.71724,0.78883,0.75134,0.50835
1.17957,0.71734,0.78874,0.75135,0.50831
1.18036,0.71743,0.78865,0.75136,0.50826
1.18114,0.71753,0.78856,0.75137,0.50822
1.18193,0.71762,0.78848,0.75138,0.50817
1.18272,0.71772,0.78839,0.75140,0.50813
1.18351,0.71782,0.78830,0.75141,0.50808
1.18429,0.71791,0.78821,0.75142,0.50804
1.18508,0.71800,0.78812,0.75143,0.50800
1.18587,0.71809,0.78803,0.75144,0.50795
1.18666,0.71818,0.78794,0.75144,0.50791
1.18744,0.71827,0.78785,0.75145,0.50786
1.18823,0.71837,0.78776,0.75146,0.50782
1.18902,0.71846,0.78767,0.75147,0.50778
1.18981,0.71855,0.78758,0.75149,0.50773
1.19059,0.71865,0.78749,0.75150,0.50769
1.19138,0.71874,0.78740,0.75151,0.50765
1.19217,0.71883,0.78732,0.75151,0.50760
1.19296,0.71892,0.78723,0.75152,0.50756
1.19374,0.71901,0.78714,0.75153,0.50752
1.19453,0.71910,0.78705,0.75154,0.50747
1.19532,0.71919,0.78696,0.75155,0.50743
1.19611,0.71929,0.78687,0.75156,0.50738
1.19689,0.71938,0.78678,0.75157,0.50734
1.19768,0.71947,0.78669,0.75158,0.50730
1.19847,0.71956,0.78660,0.75159,0.50725
1.19926,0.71965,0.78651,0.75159,0.50721
1.20005,0.71973,0.78642,0.75160,0.50717
1.20083,0.71982,0.78633,0.75161,0.50713
1.20162,0.71991,0.78624,0.75161,0.50709
1.20241,0.71999,0.78615,0.75162,0.50704
1.20320,0.72008,0.78606,0.75163,0.50700
1.20398,0.72017,0.78597,0.75163,0.50696
1.20477,0.72026,0.78588,0.75164,0.50692
1.20556,0.72034,0.78579,0.75165,0.50688
1.20635,0.72043,0.78571,0.75165,0.50684
1.20713,0.72052,0.78562,0.75166,0.50679
1.20792,0.72061,0.78553,0.75167,0.50675
1.20871,0.72069,0.78544,0.75167,0.50671
1.20950,0.72078,0.78535,0.75168,0.50667
1.21028,0.72087,0.78526,0.75169,0.50663
1.21107,0.72096,0.78517,0.75169,0.50659
1.21186,0.72104,0.78508,0.75170,0.50655
1.21265,0.72113,0.78499,0.75171,0.50651
1.21343,0.72122,0.78490,0.75171,0.50647
1.21422,0.72131,0.78481,0.75172,0.50642
1.21501,0.72140,0.78473,0.75173,0.50638
1.21580,0.72149,0.78464,0.75174,0.50634
1.21658,0.72157,0.78455,0.75174,0.50630
1.21737,0.72166,0.78446,0.75175,0.50626
1.21816,0.72175,0.78437,0.75176,0.50622
1.21895,0.72183,0.78428,0.75176,0.50618
1.21973,0.72192,0.78419,0.75177,0.50614
1.22052,0.72201,0.78410,0.75177,0.50609
1.22131,0.72209,0.78401,0.75178,0.50605
1.22210,0.72217,0.78392,0.75178,0.50601
1.22288,0.72226,0.78383,0.75179,0.50597
1.22367,0.72234,0.78374,0.75179,0.50593
1.22446,0.72242,0.78366,0.75180,0.50589
1.22525,0.72251,0.78357,0.75180,0.50585
1.22604,0.72259,0.78348,0.75180,0.50581
1.22682,0.72267,0.78339,0.75181,0.50578
1.22761,0.72275,0.78330,0.75181,0.50574
1.22840,0.72284,0.78321,0.75181,0.50570
1.22919,0.72292,0.78312,0.75181,0.50566
1.22997,0.72300,0.78303,0.75182,0.50562
1.23076,0.72308,0.78294,0.75182,0.50558
1.23155,0.72316,0.78285,0.75182,0.50554
1.23234,0.72324,0.78276,0.75182,0.50550
1.23312,0.72332,0.78267,0.75183,0.50547
1.23391,0.72341,0.78258,0.75183,0.50543
1.23470,0.72349,0.78249,0.75183,0.50539
1.23549,0.72357,0.78240,0.75184,0.50535
1.23627,0.72365,0.78231,0.75184,0.50531
1.23706,0.72373,0.78222,0.75184,0.50528
1.23785,0.72381,0.78213,0.75184,0.50524
1.23864,0.72389,0.78204,0.75184,0.50520
1.23942,0.72397,0.78195,0.75184,0.50516
1.24021,0.72405,0.78186,0.75184,0.50512
1.24100,0.72412,0.78177,0.75185,0.50509
1.24179,0.72420,0.78168,0.75185,0.50505
1.24257,0.72428,0.78159,0.75185,0.50501
1.24336,0.72436,0.78150,0.75185,0.50497
1.24415,0.72443,0.78141,0.75185,0.50494
1.24494,0.72451,0.78132,0.75185,0.50490
1.24572,0.72459,0.78123,0.75185,0.50486
1.24651,0.72466,0.78115,0.75185,0.50482
1.24730,0.72474,0.78106,0.75185,0.50479
1.24809,0.72482,0.78097,0.75185,0.50475
1.24887,0.72489,0.78088,0.75184,0.50471
1.24966,0.72497,0.78079,0.75184,0.50467
1.25045,0.72505,0.78070,0.75184,0.50464
1.25124,0.72512,0.78061,0.75184,0.50460
1.25203,0.72520,0.78052,0.75184,0.50456
1.25281,0.72527,0.78043,0.75184,0.50453
1.25360,0.72535,0.78034,0.75184,0.50449
1.25439,0.72542,0.78025,0.75184,0.50446
1.25518,0.72550,0.78016,0.75183,0.50442
1.25596,0.72557,0.78007,0.75183,0.50438
1.25675,0.72565,0.77998,0.75183,0.50435
1.25754,0.72572,0.77989,0.75183,0.50431
1.25833,0.72579,0.77980,0.75183,0.50427
1.25911,0.72587,0.77971,0.75182,0.50424
1.25990,0.72594,0.77962,0.75182,0.50420
1.26069,0.72601,0.77953,0.75182,0.50417
1.26148,0.72609,0.77944,0.75182,0.50413
1.26226,0.72616,0.77935,0.75181,0.50409
1.26305,0.72623,0.77926,0.75181,0.50406
1.26384,0.72631,0.77917,0.75181,0.50402
1.26463,0.72638,0.77908,0.75181,0.50399
1.26541,0.72645,0.77899,0.75180,0.50395
1.26620,0.72652,0.77890,0.75180,0.50392
1.26699,0.72660,0.77881,0.75180,0.50388
1.26778,0.72667,0.77872,0.75179,0.50385
1.26856,0.72674,0.77863,0.75179,0.50381
1.26935,0.72681,0.77854,0.75179,0.50378
1.27014,0.72689,0.77845,0.75178,0.50374
1.27093,0.72696,0.77836,0.75178,0.50371
1.27171,0.72703,0.77827,0.75178,0.50367
1.27250,0.72710,0.77818,0.75177,0.50364
1.27329,0.72717,0.77809,0.75177,0.50360
1.27408,0.72724,0.77800,0.75177,0.50357
1.27486,0.72731,0.77791,0.75176,0.50353
1.27565,0.72738,0.77782,0.75176,0.50350
1.27644,0.72745,0.77773,0.75175,0.50347
1.27723,0.72752,0.77764,0.75175,0.50343
1.27802,0.72759,0.77755,0.75174,0.50340
1.27880,0.72766,0.77746,0.75174,0.50336
1.27959,0.72773,0.77737,0.75173,0.50333
1.28038,0.72780,0.77728,0.75173,0.50329
1.28117,0.72787,0.77719,0.75172,0.50326
1.28195,0.72794,0.77710,0.75172,0.50323
1.28274,0.72801,0.77701,0.75171,0.50319
1.28353,0.72808,0.77692,0.75171,0.50316
1.28432,0.72815,0.77683,0.75170,0.50313
1.28510,0.72822,0.77674,0.75170,0.50309
1.28589,0.72829,0.77665,0.75169,0.50306
1.28668,0.72835,0.77656,0.75169,0.50303
1.28747,0.72842,0.77647,0.75168,0.50299
1.28825,0.72849,0.77638,0.75167,0.50296
1.28904,0.72856,0.77629,0.75167,0.50293
1.28983,0.72863,0.77620,0.75166,0.50289
1.29062,0.72870,0.77611,0.75166,0.50286
1.29140,0.72876,0.77602,0.75165,0.50283
1.29219,0.72883,0.77593,0.75164,0.50280
1.29298,0.72890,0.77584,0.75164,0.50276
1.29377,0.72897,0.77575,0.75163,0.50273
1.29455,0.72904,0.77566,0.75163,0.50270
1.29534,0.72910,0.77557,0.75162,0.50266
1.29613,0.72917,0.77548,0.75162,0.50263
1.29692,0.72924,0.77539,0.75161,0.50260
1.29770,0.72931,0.77530,0.75160,0.50257
1.29849,0.72938,0.77521,0.75160,0.50254
1.29928,0.72944,0.77513,0.75159,0.50250
1.30007,0.72951,0.77504,0.75158,0.50247
1.30086,0.72958,0.77495,0.75158,0.50244
1.30164,0.72964,0.77486,0.75157,0.50241
1.30243,0.72971,0.77477,0.75156,0.50237
1.30322,0.72977,0.77468,0.75156,0.50234
1.30401,0.72984,0.77459,0.75155,0.50231
1.30479,0.72991,0.77450,0.75154,0.50228
1.30558,0.72997,0.77441,0.75153,0.50225
1.30637,0.73004,0.77432,0.75153,0.50221
1.30716,0.73010,0.77423,0.75152,0.50218
1.30794,0.73017,0.77414,0.75151,0.50215
1.30873,0.73023,0.77405,0.75150,0.50212
1.30952,0.73030,0.77396,0.75150,0.50209
1.31031,0.73036,0.77387,0.75149,0.50206
1.31109,0.73043,0.77378,0.75148,0.50202
1.31188,0.73049,0.77369,0.75147,0.50199
1.31267,0.73056,0.77360,0.75146,0.50196
1.31346,0.73062,0.77351,0.75146,0.50193
1.31424,0.73069,0.77342,0.75145,0.50190
1.31503,0.73075,0.77333,0.75144,0.50187
1.31582,0.73082,0.77324,0.75143,0.50184
1.31661,0.73088,0.77315,0.75142,0.50180
1.31739,0.73095,0.77306,0.75142,0.50177
1.31818,0.73101,0.77298,0.75141,0.50174
1.31897,0.73108,0.77289,0.75140,0.50171
1.31976,0.73114,0.77280,0.75139,0.50168
1.32054,0.73120,0.77271,0.75138,0.50165
1.32133,0.73127,0.77262,0.75138,0.50162
1.32212,0.73133,0.77253,0.75137,0.50159
1.32291,0.73140,0.77244,0.75136,0.50156
1.32369,0.73146,0.77235,0.75135,0.50153
1.32448,0.73153,0.77226,0.75135,0.50149
1.32527,0.73160,0.77217,0.75134,0.50146
1.32606,0.73166,0.77209,0.75133,0.50143
1.32685,0.73173,0.77200,0.75132,0.50140
1.32763,0.73179,0.77191,0.75131,0.50137
1.32842,0.73186,0.77182,0.75131,0.50134
1.32921,0.73192,0.77173,0.75130,0.50131
1.33000,0.73199,0.77164,0.75129,0.50128
1.33078,0.73205,0.77155,0.75128,0.50125
1.33157,0.73212,0.77147,0.75128,0.50122
1.33236,0.73218,0.77138,0.75127,0.50119
1.33315,0.73225,0.77129,0.75126,0.50115
1.33393,0.73231,0.77120,0.75125,0.50112
1.33472,0.73238,0.77111,0.75125,0.50109
1.33551,0.73244,0.77102,0.75124,0.50106
1.33630,0.73251,0.77093,0.75123,0.50103
1.33708,0.73257,0.77084,0.75122,0.50100
1.33787,0.73263,0.77076,0.75121,0.50097
1.33866,0.73269,0.77067,0.75120,0.50094
1.33945,0.73276,0.77058,0.75119,0.50091
1.34023,0.73282,0.77049,0.75118,0.50088
1.34102,0.73288,0.77040,0.75117,0.50085
1.34181,0.73295,0.77031,0.75116,0.50082
1.34260,0.73301,0.77022,0.75116,0.50079
1.34338,0.73307,0.77014,0.75115,0.50076
1.34417,0.73313,0.77005,0.75114,0.50072
1.34496,0.73319,0.76996,0.75113,0.50069
1.34575,0.73326,0.76987,0.75112,0.50066
1.34653,0.73332,0.76978,0.75111,0.50063
1.34732,0.73338,0.76969,0.75110,0.50060
1.34811,0.73344,0.76960,0.75109,0.50057
1.34890,0.73350,0.76951,0.75108,0.50054
1.34968,0.73356,0.76942,0.75106,0.50051
1.35047,0.73362,0.76934,0.75105,0.50048
1.35126,0.73368,0.76925,0.75104,0.50045
1.35205,0.73374,0.76916,0.75103,0.50042
1.35284,0.73380,0.76907,0.75102,0.50039
1.35362,0.73386,0.76898,0.75101,0.50036
1.35441,0.73392,0.76889,0.75100,0.50032
1.35520,0.73398,0.76880,0.75099,0.50029
1.35599,0.73404,0.76871,0.75098,0.50026
1.35677,0.73410,0.76863,0.75097,0.50023
1.35756,0.73416,0.76854,0.75096,0.50020
1.35835,0.73422,0.76845,0.75095,0.50017
1.35914,0.73428,0.76836,0.75094,0.50014
1.35992,0.73434,0.76827,0.75093,0.50011
1.36071,0.73440,0.76818,0.75091,0.50008
1.36150,0.73446,0.76810,0.75090,0.50005
1.36229,0.73453,0.76801,0.75089,0.50002
1.36307,0.73459,0.76792,0.75088,0.49998
1.36386,0.73465,0.76783,0.75087,0.49995
1.36465,0.73471,0.76774,0.75086,0.49992
1.36544,0.73477,0.76765,0.75085,0.49989
1.36622,0.73483,0.76757,0.75084,0.49986
1.36701,0.73489,0.76748,0.75083,0.49983
1.36780,0.73495,0.76739,0.75082,0.49980
1.36859,0.73501,0.76730,0.75081,0.49977
1.36937,0.73506,0.76721,0.75079,0.49973
1.37016,0.73512,0.76712,0.75078,0.49970
1.37095,0.73518,0.76704,0.75077,0.49967
1.37174,0.73524,0.76695,0.75076,0.49964
1.37252,0.73530,0.76686,0.75075,0.49961
1.37331,0.73536,0.76677,0.75074,0.49958
1.37410,0.73542,0.76668,0.75073,0.49955
1.37489,0.73548,0.76659,0.75071,0.49951
1.37568,0.73554,0.76651,0.75070,0.49948
1.37646,0.73559,0.76642,0.75069,0.49945
1.37725,0.73565,0.76633,0.75068,0.49942
1.37804,0.73571,0.76624,0.75067,0.49939
1.37883,0.73577,0.76615,0.75065,0.49936
1.37961,0.73583,0.76607,0.75064,0.49932
1.38040,0.73589,0.76598,0.75063,0.49929
1.38119,0.73594,0.76589,0.75062,0.49926
1.38198,0.73600,0.76580,0.75061,0.49923
1.38276,0.73606,0.76571,0.75060,0.49920
1.38355,0.73612,0.76563,0.75058,0.49916
1.38434,0.73618,0.76554,0.75057,0.49913
1.38513,0.73624,0.76545,0.75056,0.49910
1.38591,0.73630,0.76536,0.75055,0.49907
1.38670,0.73636,0.76528,0.75054,0.49904
1.38749,0.73642,0.76519,0.75053,0.49901
1.38828,0.73647,0.76510,0.75051,0.49897
1.38906,0.73653,0.76501,0.75050,0.49894
1.38985,0.73659,0.76492,0.75049,0.49891
1.39064,0.73665,0.76484,0.75048,0.49888
1.39143,0.73671,0.76475,0.75047,0.49885
1.39221,0.73676,0.76466,0.75045,0.49882
1.39300,0.73682,0.76457,0.75044,0.49878
1.39379,0.73688,0.76449,0.75043,0.49875
1.39458,0.73693,0.76440,0.75041,0.49872
1.39536,0.73699,0.76431,0.75040,0.49869
1.39615,0.73705,0.76422,0.75039,0.49866
1.39694,0.73710,0.76413,0.75038,0.49863
1.39773,0.73716,0.76405,0.75036,0.49860
1.39851,0.73722,0.76396,0.75035,0.49857
1.39930,0.73727,0.76387,0.75034,0.49853
1.40009,0.73733,0.76378,0.75032,0.49850
1.40088,0.73738,0.76369,0.75031,0.49847
1.40167,0.73744,0.76361,0.75029,0.49844
1.40245,0.73749,0.76352,0.75028,0.49841
1.40324,0.73755,0.76343,0.75027,0.49838
1.40403,0.73760,0.76334,0.75025,0.49835
1.40482,0.73766,0.76326,0.75024,0.49832
1.40560,0.73771,0.76317,0.75022,0.49829
1.40639,0.73777,0.76308,0.75021,0.49826
1.40718,0.73782,0.76299,0.75019,0.49823
1.40797,0.73787,0.76290,0.75018,0.49820
1.40875,0.73793,0.76282,0.75017,0.49816
1.40954,0.73798,0.76273,0.75015,0.49813
1.41033,0.73804,0.76264,0.75014,0.49810
1.41112,0.73809,0.76255,0.75012,0.49807
1.41190,0.73815,0.76247,0.75011,0.49804
1.41269,0.73820,0.76238,0.75009,0.49801
1.41348,0.73825,0.76229,0.75008,0.49798
1.41427,0.73831,0.76220,0.75006,0.49795
1.41505,0.73836,0.76211,0.75005,0.49792
1.41584,0.73841,0.76203,0.75003,0.49788
1.41663,0.73847,0.76194,0.75002,0.49785
1.41742,0.73852,0.76185,0.75000,0.49782
1.41820,0.73857,0.76176,0.74999,0.49779
1.41899,0.73862,0.76167,0.74997,0.49776
1.41978,0.73867,0.76159,0.74995,0.49773
1.42057,0.73872,0.76150,0.74994,0.49770
1.42135,0.73877,0.76141,0.74992,0.49767
1.42214,0.73882,0.76132,0.74990,0.49764
1.42293,0.73888,0.76123,0.74989,0.49761
1.42372,0.73893,0.76115,0.74987,0.49757
1.42450,0.73898,0.76106,0.74986,0.49754
1.42529,0.73903,0.76097,0.74984,0.49751
1.42608,0.73908,0.76088,0.74982,0.49748
1.42687,0.73914,0.76080,0.74981,0.49745
1.42766,0.73919,0.76071,0.74979,0.49742
1.42844,0.73924,0.76062,0.74978,0.49739
1.42923,0.73929,0.76053,0.74976,0.49735
1.43002,0.73934,0.76044,0.74974,0.49732
1.43081,0.73939,0.76036,0.74973,0.49729
1.43159,0.73944,0.76027,0.74971,0.49726
1.43238,0.73949,0.76018,0.74969,0.49723
1.43317,0.73954,0.76009,0.74968,0.49720
1.43396,0.73959,0.76001,0.74966,0.49716
1.43474,0.73964,0.75992,0.74964,0.49713
1.43553,0.73969,0.75983,0.74963,0.49710
1.43632,0.73975,0.75974,0.74961,0.49707
1.43711,0.73980,0.75965,0.74959,0.49704
1.43789,0.73985,0.75957,0.74958,0.49701
1.43868,0.73990,0.75948,0.74956,0.49697
1.43947,0.73995,0.75939,0.74954,0.49694
1.44026,0.73999,0.75930,0.74953,0.49691
1.44104,0.74004,0.75922,0.74951,0.49688
1.44183,0.74009,0.75913,0.74949,0.49685
1.44262,0.74015,0.75904,0.74947,0.49682
1.44341,0.74020,0.75895,0.74946,0.49678
