FPrate,Sensivity,Precision,f1_score,Threshold
2.03488,0.75593,0.59861,0.66813,0.57981
2.03567,0.75598,0.59853,0.66810,0.57977
2.03645,0.75603,0.59845,0.66807,0.57973
2.03724,0.75608,0.59837,0.66805,0.57969
2.03803,0.75613,0.59830,0.66802,0.57965
2.03882,0.75618,0.59822,0.66799,0.57961
2.03960,0.75623,0.59814,0.66796,0.57957
2.04039,0.75628,0.59807,0.66793,0.57954
2.04118,0.75633,0.59799,0.66790,0.57950
2.04197,0.75638,0.59791,0.66787,0.57946
2.04275,0.75643,0.59783,0.66784,0.57942
2.04354,0.75648,0.59776,0.66782,0.57938
2.04433,0.75653,0.59768,0.66779,0.57934
2.04512,0.75658,0.59760,0.66776,0.57931
2.04590,0.75663,0.59753,0.66773,0.57927
2.04669,0.75667,0.59745,0.66770,0.57923
2.04748,0.75672,0.59737,0.66767,0.57919
2.04827,0.75677,0.59730,0.66764,0.57916
2.04905,0.75682,0.59722,0.66761,0.57912
2.04984,0.75687,0.59714,0.66758,0.57908
2.05063,0.75692,0.59707,0.66755,0.57904
2.05142,0.75696,0.59699,0.66752,0.57901
2.05221,0.75701,0.59691,0.66749,0.57897
2.05299,0.75706,0.59683,0.66746,0.57893
2.05378,0.75711,0.59676,0.66744,0.57889
2.05457,0.75715,0.59668,0.66741,0.57886
2.05536,0.75720,0.59660,0.66738,0.57882
2.05614,0.75725,0.59653,0.66735,0.57878
2.05693,0.75730,0.59645,0.66732,0.57874
2.05772,0.75734,0.59637,0.66729,0.57870
2.05851,0.75739,0.59629,0.66725,0.57867
2.05929,0.75743,0.59622,0.66722,0.57863
2.06008,0.75748,0.59614,0.66719,0.57859
2.06087,0.75752,0.59606,0.66716,0.57855
2.06166,0.75757,0.59598,0.66713,0.57852
2.06244,0.75761,0.59590,0.66710,0.57848
2.06323,0.75765,0.59583,0.66707,0.57845
2.06402,0.75770,0.59575,0.66703,0.57841
2.06481,0.75774,0.59567,0.66700,0.57837
2.06559,0.75779,0.59559,0.66697,0.57833
2.06638,0.75783,0.59552,0.66694,0.57830
2.06717,0.75788,0.59544,0.66691,0.57826
2.06796,0.75792,0.59536,0.66688,0.57822
2.06874,0.75796,0.59528,0.66684,0.57819
2.06953,0.75801,0.59521,0.66681,0.57815
2.07032,0.75805,0.59513,0.66678,0.57811
2.07111,0.75810,0.59505,0.66675,0.57808
2.07189,0.75814,0.59497,0.66672,0.57804
2.07268,0.75819,0.59490,0.66669,0.57800
2.07347,0.75823,0.59482,0.66666,0.57797
2.07426,0.75827,0.59474,0.66662,0.57793
2.07505,0.75832,0.59466,0.66659,0.57789
2.07583,0.75836,0.59458,0.66656,0.57786
2.07662,0.75840,0.59451,0.66653,0.57782
2.07741,0.75845,0.59443,0.66650,0.57779
2.07820,0.75849,0.59435,0.66646,0.57775
2.07898,0.75854,0.59428,0.66643,0.57771
2.07977,0.75858,0.59420,0.66640,0.57768
2.08056,0.75863,0.59412,0.66637,0.57764
2.08135,0.75867,0.59404,0.66634,0.57760
2.08213,0.75872,0.59397,0.66631,0.57757
2.08292,0.75876,0.59389,0.66628,0.57753
2.08371,0.75881,0.59381,0.66625,0.57749
2.08450,0.75885,0.59374,0.66622,0.57745
2.08528,0.75890,0.59366,0.66618,0.57742
2.08607,0.75894,0.59358,0.66615,0.57738
2.08686,0.75898,0.59351,0.66612,0.57734
2.08765,0.75903,0.59343,0.66609,0.57730
2.08843,0.75907,0.59335,0.66606,0.57727
2.08922,0.75911,0.59327,0.66602,0.57723
2.09001,0.75915,0.59320,0.66599,0.57719
2.09080,0.75920,0.59312,0.66596,0.57716
2.09158,0.75924,0.59304,0.66593,0.57712
2.09237,0.75928,0.59296,0.66589,0.57709
2.09316,0.75932,0.59288,0.66586,0.57705
2.09395,0.75936,0.59281,0.66583,0.57701
2.09473,0.75940,0.59273,0.66579,0.57698
2.09552,0.75944,0.59265,0.66576,0.57694
2.09631,0.75948,0.59257,0.66572,0.57691
2.09710,0.75952,0.59250,0.66569,0.57687
2.09788,0.75956,0.59242,0.66566,0.57683
2.09867,0.75960,0.59234,0.66562,0.57680
2.09946,0.75964,0.59226,0.66559,0.57676
2.10025,0.75968,0.59218,0.66555,0.57673
2.10104,0.75972,0.59211,0.66552,0.57669
2.10182,0.75976,0.59203,0.66549,0.57665
2.10261,0.75980,0.59195,0.66545,0.57662
2.10340,0.75984,0.59187,0.66542,0.57658
2.10419,0.75988,0.59180,0.66539,0.57655
2.10497,0.75992,0.59172,0.66536,0.57651
2.10576,0.75997,0.59164,0.66532,0.57648
2.10655,0.76001,0.59157,0.66529,0.57644
2.10734,0.76005,0.59149,0.66526,0.57640
2.10812,0.76009,0.59141,0.66523,0.57637
2.10891,0.76014,0.59133,0.66519,0.57633
2.10970,0.76018,0.59126,0.66516,0.57630
2.11049,0.76022,0.59118,0.66513,0.57626
2.11127,0.76026,0.59111,0.66510,0.57622
2.11206,0.76031,0.59103,0.66507,0.57619
2.11285,0.76035,0.59095,0.66503,0.57615
2.11364,0.76039,0.59088,0.66500,0.57612
2.11442,0.76043,0.59080,0.66497,0.57608
2.11521,0.76047,0.59072,0.66493,0.57605
2.11600,0.76051,0.59064,0.66490,0.57601
2.11679,0.76056,0.59057,0.66487,0.57598
2.11757,0.76060,0.59049,0.66483,0.57595
2.11836,0.76064,0.59041,0.66480,0.57591
2.11915,0.76068,0.59034,0.66477,0.57588
2.11994,0.76072,0.59026,0.66474,0.57584
2.12072,0.76076,0.59018,0.66470,0.57581
2.12151,0.76080,0.59011,0.66467,0.57577
2.12230,0.76084,0.59003,0.66464,0.57574
2.12309,0.76088,0.58995,0.66460,0.57570
2.12387,0.76092,0.58988,0.66457,0.57567
2.12466,0.76096,0.58980,0.66454,0.57564
2.12545,0.76100,0.58972,0.66450,0.57560
2.12624,0.76104,0.58965,0.66447,0.57556
2.12703,0.76108,0.58957,0.66444,0.57553
2.12781,0.76113,0.58949,0.66440,0.57550
2.12860,0.76117,0.58942,0.66437,0.57546
2.12939,0.76121,0.58934,0.66434,0.57543
2.13018,0.76125,0.58926,0.66431,0.57539
2.13096,0.76129,0.58919,0.66427,0.57536
2.13175,0.76133,0.58911,0.66424,0.57532
2.13254,0.76137,0.58903,0.66421,0.57529
2.13333,0.76141,0.58896,0.66417,0.57525
2.13411,0.76145,0.58888,0.66414,0.57522
2.13490,0.76149,0.58880,0.66411,0.57519
2.13569,0.76153,0.58873,0.66407,0.57515
2.13648,0.76157,0.58865,0.66404,0.57512
2.13726,0.76161,0.58857,0.66400,0.57508
2.13805,0.76165,0.58850,0.66397,0.57505
2.13884,0.76168,0.58842,0.66393,0.57502
2.13963,0.76172,0.58834,0.66390,0.57498
2.14041,0.76176,0.58827,0.66387,0.57495
2.14120,0.76180,0.58819,0.66383,0.57491
2.14199,0.76184,0.58811,0.66380,0.57488
2.14278,0.76188,0.58804,0.66376,0.57485
2.14356,0.76192,0.58796,0.66373,0.57481
2.14435,0.76195,0.58788,0.66369,0.57478
2.14514,0.76199,0.58781,0.66366,0.57475
2.14593,0.76203,0.58773,0.66363,0.57471
2.14671,0.76207,0.58765,0.66359,0.57468
2.14750,0.76211,0.58758,0.66356,0.57465
2.14829,0.76214,0.58750,0.66352,0.57461
2.14908,0.76218,0.58742,0.66349,0.57458
2.14986,0.76222,0.58735,0.66345,0.57454
2.15065,0.76226,0.58727,0.66342,0.57451
2.15144,0.76230,0.58719,0.66338,0.57447
2.15223,0.76233,0.58712,0.66335,0.57444
2.15302,0.76237,0.58704,0.66331,0.57441
2.15380,0.76241,0.58696,0.66328,0.57437
2.15459,0.76245,0.58689,0.66325,0.57434
2.15538,0.76249,0.58681,0.66321,0.57430
2.15617,0.76253,0.58673,0.66318,0.57427
2.15695,0.76256,0.58666,0.66314,0.57424
2.15774,0.76260,0.58658,0.66311,0.57420
2.15853,0.76264,0.58650,0.66307,0.57417
2.15932,0.76267,0.58643,0.66304,0.57413
2.16010,0.76271,0.58635,0.66300,0.57410
2.16089,0.76275,0.58627,0.66297,0.57407
2.16168,0.76279,0.58620,0.66293,0.57403
2.16247,0.76282,0.58612,0.66290,0.57400
2.16325,0.76286,0.58604,0.66286,0.57397
2.16404,0.76290,0.58597,0.66283,0.57393
2.16483,0.76293,0.58589,0.66279,0.57390
2.16562,0.76297,0.58581,0.66276,0.57386
2.16640,0.76300,0.58574,0.66272,0.57383
2.16719,0.76304,0.58566,0.66269,0.57380
2.16798,0.76307,0.58558,0.66265,0.57376
2.16877,0.76311,0.58551,0.66261,0.57373
2.16955,0.76315,0.58543,0.66258,0.57370
2.17034,0.76318,0.58535,0.66254,0.57366
2.17113,0.76322,0.58528,0.66251,0.57363
2.17192,0.76325,0.58520,0.66247,0.57360
2.17270,0.76329,0.58512,0.66243,0.57356
2.17349,0.76332,0.58504,0.66240,0.57353
2.17428,0.76336,0.58497,0.66236,0.57350
2.17507,0.76339,0.58489,0.66233,0.57346
2.17586,0.76342,0.58481,0.66229,0.57343
2.17664,0.76346,0.58474,0.66225,0.57340
2.17743,0.76349,0.58466,0.66222,0.57336
2.17822,0.76353,0.58458,0.66218,0.57333
2.17901,0.76357,0.58451,0.66215,0.57330
2.17979,0.76360,0.58443,0.66211,0.57326
2.18058,0.76364,0.58436,0.66207,0.57323
2.18137,0.76367,0.58428,0.66204,0.57320
2.18216,0.76371,0.58420,0.66200,0.57317
2.18294,0.76374,0.58413,0.66197,0.57313
2.18373,0.76378,0.58405,0.66193,0.57310
2.18452,0.76381,0.58397,0.66190,0.57307
2.18531,0.76385,0.58390,0.66186,0.57304
2.18609,0.76389,0.58382,0.66182,0.57300
2.18688,0.76392,0.58375,0.66179,0.57297
2.18767,0.76396,0.58367,0.66175,0.57294
2.18846,0.76400,0.58359,0.66172,0.57290
2.18924,0.76403,0.58352,0.66169,0.57287
2.19003,0.76407,0.58344,0.66165,0.57284
2.19082,0.76411,0.58337,0.66162,0.57280
2.19161,0.76415,0.58329,0.66158,0.57277
2.19239,0.76419,0.58322,0.66155,0.57274
2.19318,0.76422,0.58314,0.66152,0.57270
2.19397,0.76426,0.58307,0.66148,0.57267
2.19476,0.76430,0.58299,0.66145,0.57264
2.19554,0.76434,0.58292,0.66141,0.57260
2.19633,0.76438,0.58284,0.66138,0.57257
2.19712,0.76442,0.58277,0.66135,0.57254
2.19791,0.76445,0.58269,0.66131,0.57250
2.19869,0.76449,0.58262,0.66128,0.57247
2.19948,0.76453,0.58254,0.66124,0.57244
2.20027,0.76457,0.58247,0.66121,0.57240
2.20106,0.76460,0.58239,0.66117,0.57237
2.20185,0.76464,0.58232,0.66114,0.57234
2.20263,0.76468,0.58224,0.66110,0.57231
2.20342,0.76471,0.58217,0.66107,0.57227
2.20421,0.76475,0.58209,0.66104,0.57224
2.20500,0.76479,0.58202,0.66100,0.57221
2.20578,0.76483,0.58194,0.66097,0.57217
2.20657,0.76486,0.58187,0.66093,0.57214
2.20736,0.76490,0.58179,0.66090,0.57211
2.20815,0.76494,0.58172,0.66086,0.57208
2.20893,0.76497,0.58164,0.66083,0.57204
2.20972,0.76501,0.58157,0.66079,0.57201
2.21051,0.76505,0.58149,0.66076,0.57198
2.21130,0.76508,0.58142,0.66072,0.57194
2.21208,0.76512,0.58134,0.66069,0.57191
2.21287,0.76516,0.58127,0.66066,0.57188
2.21366,0.76520,0.58119,0.66062,0.57185
2.21445,0.76523,0.58112,0.66059,0.57181
2.21523,0.76527,0.58104,0.66055,0.57178
2.21602,0.76531,0.58097,0.66052,0.57175
2.21681,0.76535,0.58089,0.66048,0.57171
2.21760,0.76539,0.58082,0.66045,0.57168
2.21838,0.76542,0.58075,0.66042,0.57165
2.21917,0.76546,0.58067,0.66038,0.57161
2.21996,0.76550,0.58060,0.66035,0.57158
2.22075,0.76553,0.58052,0.66031,0.57155
2.22153,0.76557,0.58045,0.66028,0.57152
2.22232,0.76561,0.58037,0.66024,0.57148
2.22311,0.76564,0.58030,0.66021,0.57145
2.22390,0.76568,0.58022,0.66018,0.57142
2.22468,0.76572,0.58015,0.66014,0.57138
2.22547,0.76575,0.58007,0.66011,0.57135
2.22626,0.76579,0.58000,0.66007,0.57132
2.22705,0.76583,0.57993,0.66004,0.57128
2.22784,0.76586,0.57985,0.66000,0.57125
2.22862,0.76590,0.57978,0.65997,0.57122
2.22941,0.76594,0.57970,0.65993,0.57118
2.23020,0.76597,0.57963,0.65990,0.57115
2.23099,0.76601,0.57955,0.65986,0.57112
2.23177,0.76604,0.57948,0.65983,0.57108
2.23256,0.76608,0.57940,0.65979,0.57105
2.23335,0.76612,0.57933,0.65976,0.57102
2.23414,0.76615,0.57925,0.65972,0.57098
2.23492,0.76619,0.57918,0.65969,0.57095
2.23571,0.76622,0.57911,0.65965,0.57092
2.23650,0.76626,0.57903,0.65962,0.57088
2.23729,0.76630,0.57896,0.65958,0.57085
2.23807,0.76633,0.57888,0.65955,0.57082
2.23886,0.76637,0.57881,0.65951,0.57078
2.23965,0.76641,0.57873,0.65948,0.57075
2.24044,0.76644,0.57866,0.65944,0.57072
2.24122,0.76648,0.57859,0.65941,0.57068
2.24201,0.76651,0.57851,0.65937,0.57065
2.24280,0.76655,0.57844,0.65934,0.57062
2.24359,0.76658,0.57836,0.65930,0.57059
2.24437,0.76662,0.57829,0.65927,0.57055
2.24516,0.76666,0.57822,0.65923,0.57052
2.24595,0.76669,0.57814,0.65920,0.57049
2.24674,0.76673,0.57807,0.65916,0.57046
2.24752,0.76676,0.57799,0.65913,0.57042
2.24831,0.76680,0.57792,0.65909,0.57039
2.24910,0.76683,0.57784,0.65906,0.57036
2.24989,0.76687,0.57777,0.65902,0.57032
2.25068,0.76690,0.57770,0.65899,0.57029
2.25146,0.76694,0.57762,0.65895,0.57026
2.25225,0.76698,0.57755,0.65892,0.57022
2.25304,0.76701,0.57748,0.65888,0.57019
2.25383,0.76705,0.57740,0.65885,0.57016
2.25461,0.76709,0.57733,0.65882,0.57012
2.25540,0.76712,0.57725,0.65878,0.57009
2.25619,0.76716,0.57718,0.65875,0.57006
2.25698,0.76719,0.57711,0.65871,0.57002
2.25776,0.76723,0.57703,0.65868,0.56999
2.25855,0.76726,0.57696,0.65864,0.56995
2.25934,0.76730,0.57688,0.65861,0.56992
2.26013,0.76734,0.57681,0.65857,0.56989
2.26091,0.76737,0.57674,0.65854,0.56985
2.26170,0.76741,0.57666,0.65850,0.56982
2.26249,0.76744,0.57659,0.65847,0.56978
2.26328,0.76748,0.57652,0.65843,0.56975
2.26406,0.76751,0.57644,0.65840,0.56972
2.26485,0.76755,0.57637,0.65836,0.56968
2.26564,0.76758,0.57630,0.65833,0.56965
2.26643,0.76762,0.57622,0.65829,0.56962
2.26721,0.76766,0.57615,0.65826,0.56958
2.26800,0.76769,0.57608,0.65822,0.56955
2.26879,0.76773,0.57600,0.65819,0.56951
2.26958,0.76776,0.57593,0.65815,0.56948
2.27036,0.76780,0.57586,0.65812,0.56945
2.27115,0.76784,0.57578,0.65808,0.56941
2.27194,0.76787,0.57571,0.65805,0.56938
2.27273,0.76791,0.57564,0.65802,0.56935
2.27351,0.76794,0.57556,0.65798,0.56931
2.27430,0.76798,0.57549,0.65795,0.56928
2.27509,0.76802,0.57542,0.65791,0.56925
2.27588,0.76805,0.57534,0.65788,0.56921
2.27667,0.76809,0.57527,0.65784,0.56918
2.27745,0.76812,0.57520,0.65781,0.56915
2.27824,0.76816,0.57512,0.65777,0.56911
2.27903,0.76820,0.57505,0.65774,0.56908
2.27982,0.76823,0.57498,0.65770,0.56904
2.28060,0.76827,0.57491,0.65767,0.56901
2.28139,0.76831,0.57483,0.65764,0.56898
2.28218,0.76834,0.57476,0.65760,0.56894
2.28297,0.76838,0.57469,0.65757,0.56891
2.28375,0.76842,0.57462,0.65754,0.56888
2.28454,0.76846,0.57454,0.65750,0.56884
2.28533,0.76849,0.57447,0.65747,0.56881
2.28612,0.76853,0.57440,0.65744,0.56878
2.28690,0.76857,0.57433,0.65740,0.56874
2.28769,0.76861,0.57426,0.65737,0.56871
2.28848,0.76865,0.57418,0.65734,0.56868
2.28927,0.76869,0.57411,0.65730,0.56864
2.29005,0.76872,0.57404,0.65727,0.56861
2.29084,0.76876,0.57397,0.65724,0.56858
2.29163,0.76880,0.57390,0.65720,0.56854
2.29242,0.76884,0.57382,0.65717,0.56851
2.29320,0.76887,0.57375,0.65714,0.56848
2.29399,0.76891,0.57368,0.65710,0.56844
2.29478,0.76895,0.57361,0.65707,0.56841
2.29557,0.76899,0.57354,0.65704,0.56838
2.29635,0.76903,0.57347,0.65700,0.56834
2.29714,0.76906,0.57339,0.65697,0.56831
2.29793,0.76910,0.57332,0.65693,0.56828
2.29872,0.76914,0.57325,0.65690,0.56824
2.29950,0.76918,0.57318,0.65687,0.56821
2.30029,0.76921,0.57311,0.65683,0.56818
2.30108,0.76925,0.57303,0.65680,0.56814
2.30187,0.76929,0.57296,0.65677,0.56811
2.30266,0.76933,0.57289,0.65673,0.56808
2.30344,0.76936,0.57282,0.65670,0.56804
2.30423,0.76940,0.57275,0.65667,0.56801
2.30502,0.76944,0.57268,0.65663,0.56798
2.30581,0.76947,0.57260,0.65660,0.56794
2.30659,0.76951,0.57253,0.65657,0.56791
2.30738,0.76955,0.57246,0.65653,0.56788
2.30817,0.76958,0.57239,0.65650,0.56784
2.30896,0.76962,0.57232,0.65646,0.56781
2.30974,0.76966,0.57224,0.65643,0.56778
2.31053,0.76970,0.57217,0.65640,0.56774
2.31132,0.76973,0.57210,0.65636,0.56771
2.31211,0.76977,0.57203,0.65633,0.56768
2.31289,0.76981,0.57196,0.65630,0.56765
2.31368,0.76985,0.57189,0.65626,0.56761
2.31447,0.76988,0.57182,0.65623,0.56758
2.31526,0.76992,0.57174,0.65620,0.56755
2.31604,0.76996,0.57167,0.65616,0.56752
2.31683,0.76999,0.57160,0.65613,0.56748
2.31762,0.77003,0.57153,0.65610,0.56745
2.31841,0.77007,0.57146,0.65606,0.56742
2.31919,0.77011,0.57139,0.65603,0.56739
2.31998,0.77014,0.57132,0.65599,0.56735
2.32077,0.77018,0.57125,0.65596,0.56732
2.32156,0.77022,0.57117,0.65593,0.56729
2.32234,0.77025,0.57110,0.65589,0.56725
2.32313,0.77029,0.57103,0.65586,0.56722
2.32392,0.77033,0.57096,0.65583,0.56719
2.32471,0.77036,0.57089,0.65579,0.56716
2.32550,0.77040,0.57082,0.65576,0.56712
2.32628,0.77044,0.57075,0.65573,0.56709
2.32707,0.77047,0.57067,0.65569,0.56706
2.32786,0.77051,0.57060,0.65566,0.56703
2.32865,0.77055,0.57053,0.65562,0.56699
2.32943,0.77059,0.57046,0.65559,0.56696
2.33022,0.77062,0.57039,0.65556,0.56693
2.33101,0.77066,0.57032,0.65552,0.56690
2.33180,0.77070,0.57025,0.65549,0.56686
2.33258,0.77073,0.57018,0.65546,0.56683
2.33337,0.77077,0.57011,0.65542,0.56680
2.33416,0.77081,0.57004,0.65539,0.56676
2.33495,0.77085,0.56997,0.65536,0.56673
2.33573,0.77088,0.56989,0.65532,0.56670
2.33652,0.77092,0.56982,0.65529,0.56667
2.33731,0.77096,0.56975,0.65526,0.56663
2.33810,0.77099,0.56968,0.65522,0.56660
2.33888,0.77103,0.56961,0.65519,0.56657
2.33967,0.77107,0.56954,0.65516,0.56653
2.34046,0.77110,0.56947,0.65512,0.56650
2.34125,0.77114,0.56940,0.65509,0.56647
2.34203,0.77118,0.56933,0.65506,0.56643
2.34282,0.77121,0.56926,0.65502,0.56640
2.34361,0.77125,0.56919,0.65499,0.56637
2.34440,0.77129,0.56912,0.65495,0.56633
2.34518,0.77132,0.56904,0.65492,0.56630
2.34597,0.77136,0.56897,0.65489,0.56626
2.34676,0.77140,0.56890,0.65485,0.56623
2.34755,0.77143,0.56883,0.65482,0.56620
2.34833,0.77147,0.56876,0.65479,0.56616
2.34912,0.77151,0.56869,0.65475,0.56613
2.34991,0.77154,0.56862,0.65472,0.56609
2.35070,0.77158,0.56855,0.65468,0.56606
2.35149,0.77161,0.56848,0.65465,0.56603
2.35227,0.77165,0.56841,0.65462,0.56599
2.35306,0.77169,0.56834,0.65458,0.56596
2.35385,0.77172,0.56827,0.65455,0.56593
2.35464,0.77176,0.56820,0.65452,0.56589
2.35542,0.77180,0.56813,0.65448,0.56586
2.35621,0.77183,0.56806,0.65445,0.56583
2.35700,0.77187,0.56799,0.65442,0.56579
2.35779,0.77191,0.56792,0.65438,0.56576
2.35857,0.77194,0.56785,0.65435,0.56573
2.35936,0.77198,0.56778,0.65432,0.56570
2.36015,0.77202,0.56771,0.65428,0.56566
2.36094,0.77206,0.56764,0.65425,0.56563
2.36172,0.77209,0.56757,0.65422,0.56560
2.36251,0.77213,0.56750,0.65418,0.56557
2.36330,0.77217,0.56743,0.65415,0.56553
2.36409,0.77221,0.56736,0.65412,0.56550
2.36487,0.77225,0.56729,0.65409,0.56547
2.36566,0.77228,0.56722,0.65405,0.56544
2.36645,0.77232,0.56715,0.65402,0.56540
2.36724,0.77236,0.56708,0.65399,0.56537
2.36802,0.77240,0.56701,0.65396,0.56534
2.36881,0.77243,0.56694,0.65392,0.56531
2.36960,0.77247,0.56687,0.65389,0.56527
2.37039,0.77251,0.56680,0.65386,0.56524
2.37117,0.77255,0.56673,0.65382,0.56521
2.37196,0.77258,0.56666,0.65379,0.56518
2.37275,0.77262,0.56659,0.65376,0.56515
2.37354,0.77266,0.56652,0.65373,0.56511
2.37432,0.77270,0.56645,0.65369,0.56508
2.37511,0.77273,0.56638,0.65366,0.56505
2.37590,0.77277,0.56631,0.65363,0.56502
2.37669,0.77281,0.56624,0.65359,0.56499
2.37748,0.77285,0.56618,0.65356,0.56496
2.37826,0.77289,0.56611,0.65353,0.56493
2.37905,0.77292,0.56604,0.65350,0.56489
2.37984,0.77296,0.56597,0.65346,0.56486
2.38063,0.77300,0.56590,0.65343,0.56483
2.38141,0.77303,0.56583,0.65340,0.56480
2.38220,0.77307,0.56576,0.65336,0.56477
2.38299,0.77311,0.56569,0.65333,0.56474
2.38378,0.77315,0.56562,0.65330,0.56471
2.38456,0.77318,0.56555,0.65327,0.56468
2.38535,0.77322,0.56548,0.65323,0.56465
2.38614,0.77326,0.56541,0.65320,0.56462
2.38693,0.77330,0.56534,0.65317,0.56459
2.38771,0.77334,0.56528,0.65314,0.56455
2.38850,0.77337,0.56521,0.65310,0.56452
2.38929,0.77341,0.56514,0.65307,0.56449
2.39008,0.77345,0.56507,0.65304,0.56446
2.39086,0.77349,0.56500,0.65301,0.56443
2.39165,0.77353,0.56493,0.65297,0.56440
2.39244,0.77356,0.56486,0.65294,0.56437
2.39323,0.77360,0.56479,0.65291,0.56433
2.39401,0.77364,0.56472,0.65288,0.56430
2.39480,0.77368,0.56466,0.65284,0.56427
2.39559,0.77372,0.56459,0.65281,0.56424
2.39638,0.77376,0.56452,0.65278,0.56421
2.39716,0.77379,0.56445,0.65275,0.56418
2.39795,0.77383,0.56438,0.65272,0.56415
2.39874,0.77387,0.56431,0.65268,0.56412
2.39953,0.77391,0.56424,0.65265,0.56408
2.40032,0.77395,0.56418,0.65262,0.56405
2.40110,0.77399,0.56411,0.65259,0.56402
2.40189,0.77403,0.56404,0.65256,0.56399
2.40268,0.77407,0.56397,0.65253,0.56396
2.40347,0.77411,0.56390,0.65249,0.56392
2.40425,0.77415,0.56384,0.65246,0.56389
2.40504,0.77419,0.56377,0.65243,0.56386
2.40583,0.77423,0.56370,0.65240,0.56383
2.40662,0.77427,0.56363,0.65237,0.56380
2.40740,0.77431,0.56356,0.65234,0.56377
2.40819,0.77435,0.56350,0.65231,0.56374
2.40898,0.77439,0.56343,0.65228,0.56370
2.40977,0.77443,0.56336,0.65224,0.56367
2.41055,0.77447,0.56329,0.65221,0.56364
2.41134,0.77451,0.56323,0.65218,0.56361
2.41213,0.77455,0.56316,0.65215,0.56358
2.41292,0.77459,0.56309,0.65212,0.56355
2.41370,0.77463,0.56303,0.65209,0.56352
2.41449,0.77467,0.56296,0.65206,0.56348
2.41528,0.77471,0.56289,0.65203,0.56345
2.41607,0.77476,0.56282,0.65200,0.56342
2.41685,0.77480,0.56276,0.65197,0.56339
2.41764,0.77484,0.56269,0.65194,0.56336
2.41843,0.77488,0.56262,0.65191,0.56333
2.41922,0.77492,0.56256,0.65188,0.56329
2.42000,0.77496,0.56249,0.65185,0.56326
2.42079,0.77500,0.56242,0.65182,0.56323
2.42158,0.77504,0.56235,0.65178,0.56320
2.42237,0.77508,0.56229,0.65175,0.56317
2.42315,0.77512,0.56222,0.65172,0.56313
2.42394,0.77516,0.56215,0.65169,0.56310
2.42473,0.77520,0.56208,0.65166,0.56307
2.42552,0.77524,0.56202,0.65163,0.56304
2.42631,0.77528,0.56195,0.65160,0.56301
2.42709,0.77532,0.56188,0.65157,0.56298
2.42788,0.77536,0.56182,0.65154,0.56295
2.42867,0.77540,0.56175,0.65151,0.56291
2.42946,0.77544,0.56168,0.65148,0.56288
2.43024,0.77549,0.56162,0.65145,0.56285
2.43103,0.77553,0.56155,0.65142,0.56282
2.43182,0.77557,0.56148,0.65139,0.56279
2.43261,0.77561,0.56142,0.65136,0.56275
2.43339,0.77565,0.56135,0.65132,0.56272
2.43418,0.77569,0.56128,0.65129,0.56269
2.43497,0.77573,0.56122,0.65126,0.56266
2.43576,0.77577,0.56115,0.65123,0.56263
2.43654,0.77581,0.56108,0.65120,0.56260
2.43733,0.77585,0.56101,0.65117,0.56257
2.43812,0.77588,0.56095,0.65114,0.56253
2.43891,0.77592,0.56088,0.65110,0.56250
2.43969,0.77596,0.56081,0.65107,0.56247
2.44048,0.77600,0.56074,0.65104,0.56244
2.44127,0.77604,0.56068,0.65101,0.56241
2.44206,0.77608,0.56061,0.65098,0.56238
2.44284,0.77611,0.56054,0.65094,0.56235
2.44363,0.77615,0.56048,0.65091,0.56232
2.44442,0.77619,0.56041,0.65088,0.56228
2.44521,0.77623,0.56034,0.65085,0.56225
2.44599,0.77626,0.56027,0.65082,0.56222
2.44678,0.77630,0.56021,0.65078,0.56219
2.44757,0.77634,0.56014,0.65075,0.56216
2.44836,0.77638,0.56007,0.65072,0.56213
2.44914,0.77641,0.56000,0.65069,0.56210
2.44993,0.77645,0.55994,0.65065,0.56207
2.45072,0.77649,0.55987,0.65062,0.56204
2.45151,0.77652,0.55980,0.65059,0.56200
2.45230,0.77656,0.55973,0.65056,0.56197
2.45308,0.77660,0.55967,0.65052,0.56194
2.45387,0.77664,0.55960,0.65049,0.56191
2.45466,0.77667,0.55953,0.65046,0.56188
2.45545,0.77671,0.55946,0.65043,0.56185
2.45623,0.77675,0.55940,0.65039,0.56182
2.45702,0.77679,0.55933,0.65036,0.56179
2.45781,0.77682,0.55926,0.65033,0.56175
2.45860,0.77686,0.55920,0.65030,0.56172
2.45938,0.77690,0.55913,0.65027,0.56169
2.46017,0.77694,0.55906,0.65024,0.56166
2.46096,0.77698,0.55900,0.65020,0.56163
2.46175,0.77701,0.55893,0.65017,0.56160
2.46253,0.77705,0.55886,0.65014,0.56157
2.46332,0.77709,0.55880,0.65011,0.56154
2.46411,0.77713,0.55873,0.65008,0.56151
2.46490,0.77717,0.55866,0.65004,0.56148
2.46568,0.77720,0.55860,0.65001,0.56144
2.46647,0.77724,0.55853,0.64998,0.56141
2.46726,0.77728,0.55846,0.64995,0.56138
2.46805,0.77732,0.55840,0.64992,0.56135
2.46883,0.77736,0.55833,0.64989,0.56132
2.46962,0.77739,0.55826,0.64985,0.56129
2.47041,0.77743,0.55820,0.64982,0.56126
2.47120,0.77747,0.55813,0.64979,0.56123
2.47198,0.77751,0.55806,0.64976,0.56120
2.47277,0.77755,0.55800,0.64973,0.56117
2.47356,0.77758,0.55793,0.64969,0.56114
2.47435,0.77762,0.55786,0.64966,0.56111
